,Hotel_Name,Rating,Price,region,Airport_Shuttle,Business_Centre,Facilities,Fitness_Centre,Restaurant,Room_Service,Spa,Swimming_Pool,Wellness_Centre
0,"Radisson Blu Hotel, Jeddah Al Salam",8.7,540.0,Jeddah,0,0,0,0,0,0,0,1,0
1,Holiday Inn JEDDAH GATEWAY,8.4,614.0,Jeddah,0,0,0,0,0,0,0,1,0
2,Golden New Palace,8.2,193.0,Jeddah,0,0,0,0,0,0,1,0,1
3,Habitat Hotel All Suites - Jeddah,7.4,375.0,Jeddah,0,0,0,0,1,0,0,1,0
4,Donatello Hotel Jeddah,8.1,472.0,Jeddah,0,0,0,0,0,0,0,1,0
5,Aster Hotel,7.5,307.0,Jeddah,0,0,0,0,0,0,0,0,0
6,Iridium 70 Hotel,8.9,335.0,Jeddah,0,0,0,0,0,0,0,1,0
7,Boudl Palestine,7.4,298.0,Jeddah,0,0,0,0,0,1,0,0,0
8,Movenpick Hotel Tahlia Jeddah,8.5,767.0,Jeddah,0,0,0,0,0,0,0,1,0
9,Shada Hotel Shati,8.8,468.0,Jeddah,0,0,0,0,0,0,0,1,0
10,Shangri-La Jeddah,8.3,1883.0,Jeddah,0,0,0,0,0,0,0,1,0
11,Al Eairy Furnished Apartments Jeddah 4,4.4,148.0,Jeddah,0,0,0,0,0,0,0,0,0
12,"Radisson Blu Hotel, Jeddah Plaza",8.2,385.0,Jeddah,0,0,0,0,0,0,0,1,0
13,Waldorf Astoria Jeddah - Qasr Al Sharq,9.2,1630.0,Jeddah,0,0,0,0,1,0,0,1,0
14,Wow Jeddah Hotel,8.4,211.0,Jeddah,0,0,0,0,0,0,0,1,0
15,Ewaa Express Hotel - Al Shati,8.6,353.0,Jeddah,0,0,0,0,0,0,1,0,1
16,Renz Hotel,6.9,172.0,Jeddah,0,0,0,0,1,1,0,0,0
17,OYO 589 Lavina House,5.5,141.0,Jeddah,0,0,0,0,0,0,0,0,0
18,Jeddah Hilton,8.0,998.0,Jeddah,0,0,0,0,0,0,0,1,0
19,Narcissus Resort & spa Obhur Jeddah,8.3,1500.0,Jeddah,0,0,0,0,0,0,0,1,0
20,Four Points by Sheraton Jeddah Corniche,8.2,495.0,Jeddah,0,0,0,0,0,0,0,1,0
21,Mövenpick Jeddah,7.6,316.0,Jeddah,0,0,0,0,1,0,0,1,0
22,Joudyan Jeddah Red Sea Mall,8.1,847.0,Jeddah,0,0,0,0,1,0,1,0,1
23,The Ritz-Carlton Jeddah,9.0,1227.0,Jeddah,0,0,0,0,1,0,0,0,0
24,"The Hotel Galleria Jeddah, Curio Collection by Hilton",8.4,799.0,Jeddah,0,0,0,0,1,0,0,0,0
25,Aster Hotel,7.5,283.0,Jeddah,0,0,0,0,0,0,0,0,0
27,Movenpick Hotel Tahlia Jeddah,8.5,638.0,Jeddah,0,0,0,0,0,0,0,1,0
30,Sheraton Jeddah Hotel,7.7,650.0,Jeddah,0,0,0,0,1,0,0,0,0
31,Boudl Quraish,8.6,355.0,Jeddah,0,0,0,0,0,0,0,1,0
32,ibis Jeddah City Center,8.4,237.0,Jeddah,0,0,0,0,1,0,0,0,0
33,Narcissus 88 Boutique Hotel Jeddah,9.1,1086.0,Jeddah,0,0,0,0,0,0,0,1,0
34,Boudl Al Tahlia,8.4,338.0,Jeddah,0,0,0,0,0,0,0,1,0
35,Issham Hotel,6.6,423.0,Jeddah,0,0,0,0,0,0,1,0,1
36,Tu Jardin Al Harmain Jeddah,8.2,259.0,Jeddah,0,0,0,0,0,1,0,0,0
37,Seafront Luxury Suites Jeddah Corniche,7.9,874.0,Jeddah,0,0,0,0,0,1,0,0,0
38,Rosemond Hotel,8.3,339.0,Jeddah,0,0,0,0,0,0,0,1,0
39,Spectrums Al Salamah,8.1,499.0,Jeddah,0,0,0,0,0,0,0,1,0
40,Marlo Hotel,8.6,372.0,Jeddah,0,0,0,0,0,0,0,1,0
41,Orans Suites 4,7.8,550.0,Jeddah,0,0,0,0,0,0,0,1,0
42,Diwan Residence Hotel Alnaeem,8.4,271.0,Jeddah,0,0,0,0,1,0,0,0,0
43,PRIMOTEL Suites Al Salamah,8.4,222.0,Jeddah,0,0,0,0,0,1,0,0,0
44,Aquila Hotel,8.2,332.0,Jeddah,0,0,0,0,0,0,0,1,0
45,فندق ميلانا milana hotel,8.0,237.0,Jeddah,0,0,0,0,0,0,0,1,0
46,Qamar Hotel Jeddah,8.4,372.0,Jeddah,0,0,0,0,0,0,0,1,0
47,Signature Hotel,8.1,330.0,Jeddah,0,0,0,0,0,0,0,1,0
48,Spectrums Sari Jeddah,8.0,600.0,Jeddah,0,0,0,0,0,0,0,1,0
49,The Apartments,7.9,759.0,Jeddah,0,0,0,0,0,0,0,1,0
50,Savoye Hotel,8.8,278.0,Jeddah,0,0,0,1,0,1,0,0,0
51,Mirnian Hotel,8.6,266.0,Jeddah,0,0,0,0,1,0,0,0,0
52,Jeddah Marriott Hotel Madinah Road,8.8,850.0,Jeddah,0,0,0,0,0,0,0,1,0
53,Prime Hotel Al Hamra Jeddah,8.0,330.0,Jeddah,0,0,0,0,0,0,0,1,0
54,Mercure Jeddah Al Hamra,7.6,464.0,Jeddah,0,0,0,0,1,0,0,0,0
55,Happy Beach Basateen,6.7,170.0,Jeddah,0,0,0,0,1,0,0,0,0
56,The Venue Jeddah Corniche,7.6,612.0,Jeddah,0,0,0,0,0,0,0,1,0
57,Rosewood Jeddah,8.7,1200.0,Jeddah,0,0,0,0,0,0,0,1,0
58,Platinum Suites Jeddah,8.6,372.0,Jeddah,0,0,0,0,1,0,0,1,0
60,Holiday Inn JEDDAH GATEWAY,8.4,598.0,Jeddah,0,0,0,0,0,0,0,1,0
62,Renz Hotel,6.9,132.0,Jeddah,0,0,0,0,1,1,0,0,0
65,Al Eairy Furnished Apartments Jeddah 5,4.9,148.0,Jeddah,0,0,0,0,0,0,0,0,0
66,Loren Suites,8.3,219.0,Jeddah,0,0,0,0,1,0,0,0,0
67,Narcissus Resort & spa Obhur Jeddah,8.3,1724.0,Jeddah,0,0,0,0,0,0,0,1,0
68,Four Points by Sheraton Jeddah Corniche,8.2,575.0,Jeddah,0,0,0,0,0,0,0,1,0
69,Warwick Hotel Jeddah,8.4,327.0,Jeddah,0,0,0,0,0,0,0,1,0
71,"Radisson Blu Hotel, Jeddah Al Salam",8.7,527.0,Jeddah,0,0,0,0,0,0,0,1,0
72,Holiday Inn JEDDAH GATEWAY,8.4,600.0,Jeddah,0,0,0,0,0,0,0,1,0
75,Donatello Hotel Jeddah,8.1,402.0,Jeddah,0,0,0,0,0,0,0,1,0
82,Wow Jeddah Hotel,8.4,208.0,Jeddah,0,0,0,0,0,0,0,1,0
83,Ewaa Express Hotel - Al Shati,8.6,365.0,Jeddah,0,0,0,0,0,0,1,0,1
90,Warwick Hotel Jeddah,8.4,304.0,Jeddah,0,0,0,0,0,0,0,1,0
92,InterContinental JEDDAH,7.7,492.0,Jeddah,0,0,1,0,0,0,0,0,0
94,Habitat Hotel All Suites - Jeddah,7.4,366.0,Jeddah,0,0,0,0,1,0,0,1,0
96,Aster Hotel,7.5,269.0,Jeddah,0,0,0,0,0,0,0,0,0
97,Iridium 70 Hotel,8.9,336.0,Jeddah,0,0,0,0,0,0,0,1,0
99,Movenpick Hotel Tahlia Jeddah,8.5,769.0,Jeddah,0,0,0,0,0,0,0,1,0
104,Grand Park Hotel,7.9,357.0,Jeddah,0,0,0,0,0,0,0,1,0
105,Waldorf Astoria Jeddah - Qasr Al Sharq,9.2,1501.0,Jeddah,0,0,0,0,1,0,0,1,0
107,Ewaa Express Hotel - Al Shati,8.6,358.0,Jeddah,0,0,0,0,0,0,1,0,1
113,Narcissus Resort & spa Obhur Jeddah,8.3,1398.0,Jeddah,0,0,0,0,0,0,0,1,0
115,Warwick Hotel Jeddah,8.4,311.0,Jeddah,0,0,0,0,0,0,0,1,0
117,Holiday Inn JEDDAH GATEWAY,8.4,641.0,Jeddah,0,0,0,0,0,0,0,1,0
121,Iridium 70 Hotel,8.9,340.0,Jeddah,0,0,0,0,0,0,0,1,0
123,Movenpick Hotel Tahlia Jeddah,8.5,757.0,Jeddah,0,0,0,0,0,0,0,1,0
125,Shangri-La Jeddah,8.3,2003.0,Jeddah,0,0,0,0,0,0,0,1,0
129,Ewaa Express Hotel - Al Shati,8.6,356.0,Jeddah,0,0,0,0,0,0,1,0,1
134,Narcissus Resort & spa Obhur Jeddah,8.3,1512.0,Jeddah,0,0,0,0,0,0,0,1,0
136,Warwick Hotel Jeddah,8.4,365.0,Jeddah,0,0,0,0,0,0,0,1,0
137,Mövenpick Jeddah,7.6,359.0,Jeddah,0,0,0,0,1,0,0,1,0
139,Holiday Inn JEDDAH GATEWAY,8.4,615.0,Jeddah,0,0,0,0,0,0,0,1,0
144,Boudl Palestine,7.4,251.0,Jeddah,0,0,0,0,0,1,0,0,0
145,Movenpick Hotel Tahlia Jeddah,8.5,668.0,Jeddah,0,0,0,0,0,0,0,1,0
147,Boudl Quraish,8.6,331.0,Jeddah,0,0,0,0,0,0,0,1,0
150,Wow Jeddah Hotel,8.4,213.0,Jeddah,0,0,0,0,0,0,0,1,0
151,Ewaa Express Hotel - Al Shati,8.6,768.0,Jeddah,0,0,0,0,0,0,1,0,1
153,OYO 589 Lavina House,5.5,151.0,Jeddah,0,0,0,0,0,0,0,0,0
154,Jeddah Hilton,8.0,1026.0,Jeddah,0,0,0,0,0,0,0,1,0
157,Narcissus Resort & spa Obhur Jeddah,8.3,1478.0,Jeddah,0,0,0,0,0,0,0,1,0
161,"Radisson Blu Hotel, Jeddah Al Salam",8.7,626.0,Jeddah,0,0,0,0,0,0,0,1,0
167,Iridium 70 Hotel,8.9,339.0,Jeddah,0,0,0,0,0,0,0,1,0
169,Movenpick Hotel Tahlia Jeddah,8.5,758.0,Jeddah,0,0,0,0,0,0,0,1,0
172,Hyatt House Jeddah Sari Street,8.4,492.0,Jeddah,0,0,0,0,0,0,0,1,0
175,Grand Park Hotel,7.9,341.0,Jeddah,0,0,0,0,0,0,0,1,0
183,Narcissus Resort & spa Obhur Jeddah,8.3,1632.0,Jeddah,0,0,0,0,0,0,0,1,0
187,Platinum Suites Jeddah,8.6,266.0,Jeddah,0,0,0,0,1,0,0,1,0
189,Holiday Inn JEDDAH GATEWAY,8.4,613.0,Jeddah,0,0,0,0,0,0,0,1,0
195,Boudl Palestine,7.4,255.0,Jeddah,0,0,0,0,0,1,0,0,0
197,Shada Hotel Shati,8.8,482.0,Jeddah,0,0,0,0,0,0,0,1,0
199,Waldorf Astoria Jeddah - Qasr Al Sharq,9.2,1505.0,Jeddah,0,0,0,0,1,0,0,1,0
203,OYO 589 Lavina House,5.5,142.0,Jeddah,0,0,0,0,0,0,0,0,0
219,ibis Jeddah City Center,8.4,271.0,Jeddah,0,0,0,0,1,0,0,0,0
220,Boudl Al Tahlia,8.4,334.0,Jeddah,0,0,0,0,0,0,0,1,0
221,Rosemond Hotel,8.3,354.0,Jeddah,0,0,0,0,0,0,0,1,0
223,Crowne Plaza - Jeddah Al Salam,9.2,675.0,Jeddah,0,0,0,0,0,0,0,1,0
225,OYO 589 Lavina House,5.5,198.0,Jeddah,0,0,0,0,0,0,0,0,0
230,Warwick Hotel Jeddah,8.4,388.0,Jeddah,0,0,0,0,0,0,0,1,0
233,Platinum Suites Jeddah,8.6,366.0,Jeddah,0,0,0,0,1,0,0,1,0
241,Movenpick Hotel Tahlia Jeddah,8.5,641.0,Jeddah,0,0,0,0,0,0,0,1,0
245,Ewaa Express Hotel - Al Shati,8.6,372.0,Jeddah,0,0,0,0,0,0,1,0,1
248,Jeddah Hilton,8.0,1316.0,Jeddah,0,0,0,0,0,0,0,1,0
255,Casablanca Grand Hotel,9.2,524.0,Jeddah,0,0,0,0,1,0,0,1,0
256,Redwaves Hotel,9.3,589.0,Jeddah,0,0,0,0,0,0,0,1,0
257,Comfort Hotel Jeddah King Road,8.8,417.0,Jeddah,0,0,0,0,0,1,0,0,0
258,OYO 597 Al Tamayoz Al Raqi,4.2,173.0,Jeddah,0,0,0,0,0,0,0,0,0
259,Blue Diamond Hotel,8.8,409.0,Jeddah,0,0,0,0,0,0,0,1,0
260,Areen Al Naeem,7.8,193.0,Jeddah,0,0,0,0,0,0,0,1,0
261,Bram Hotel Suites,8.0,277.0,Jeddah,0,0,0,0,1,0,0,0,0
262,Centro Salama by Rotana,8.1,437.0,Jeddah,0,0,0,0,0,0,0,1,0
263,Celine Al Motamaiza Furnished Apartment,8.6,201.0,Jeddah,0,0,0,0,0,0,0,1,0
264,Ozone Hotel,6.8,198.0,Jeddah,0,0,0,0,1,0,0,0,0
265,Mercure Jeddah Al Hamra,7.6,366.0,Jeddah,0,0,0,0,1,0,0,0,0
266,Lavent Park,8.0,390.0,Jeddah,0,0,1,0,0,0,0,0,0
267,Park Town,8.8,285.0,Jeddah,0,0,0,0,0,1,0,0,0
272,Narcissus Resort & spa Obhur Jeddah,8.3,1466.0,Jeddah,0,0,0,0,0,0,0,1,0
274,Warwick Hotel Jeddah,8.4,312.0,Jeddah,0,0,0,0,0,0,0,1,0
277,Loren Suites Corniche,7.3,315.0,Jeddah,0,0,0,0,0,1,0,0,0
278,Mirnian Hotel,8.6,269.0,Jeddah,0,0,0,0,1,0,0,0,0
280,Ozone Hotel,6.8,209.0,Jeddah,0,0,0,0,1,0,0,0,0
281,Paradise Inn Jeddah~,8.1,248.0,Jeddah,0,0,0,0,0,0,0,1,0
282,Prime Hotel Al Hamra Jeddah,8.0,371.0,Jeddah,0,0,0,0,0,0,0,1,0
283,Mercure Jeddah Al Hamra,7.6,360.0,Jeddah,0,0,0,0,1,0,0,0,0
284,The Venue Jeddah Corniche,7.6,617.0,Jeddah,0,0,0,0,0,0,0,1,0
285,Rosewood Jeddah,8.7,1280.0,Jeddah,0,0,0,0,0,0,0,1,0
286,Platinum Suites Jeddah,8.6,290.0,Jeddah,0,0,0,0,1,0,0,1,0
287,"Radisson Blu Hotel, Jeddah Al Salam",8.7,585.0,Jeddah,0,0,0,0,0,0,0,1,0
288,Holiday plus Al Salama,6.6,188.0,Jeddah,0,1,0,0,0,0,0,0,0
289,Frontel Jeddah Hotel Altahlia,8.1,373.0,Jeddah,0,0,0,0,1,0,0,0,0
290,SHIRVAN Hotel City Yard Jeddah,9.1,1025.0,Jeddah,0,0,0,0,0,0,0,1,0
291,Ruve Jeddah Hotel,7.8,339.0,Jeddah,0,0,0,0,0,0,0,1,0
292,Mirada Purple - Zahra,8.2,192.0,Jeddah,0,0,0,0,0,1,0,0,0
293,Holiday Inn JEDDAH CORNICHE,8.5,620.0,Jeddah,0,0,0,0,0,0,0,1,0
294,Ramada by Wyndham Continental Jeddah,7.6,564.0,Jeddah,0,0,0,0,1,1,0,0,0
295,GOLDEN NEW UMU ALQURAA Hotel,8.4,237.0,Jeddah,0,0,0,0,0,0,1,0,1
296,Merya Hotel,8.7,339.0,Jeddah,0,0,1,0,0,0,0,0,0
297,Mora Hotel By Pioneer,7.8,404.0,Jeddah,0,0,0,0,0,0,0,1,0
313,The Venue Jeddah Corniche,7.6,616.0,Jeddah,0,0,0,0,0,0,0,1,0
315,Platinum Suites Jeddah,8.6,283.0,Jeddah,0,0,0,0,1,0,0,1,0
317,Jasmine Garden Hotel,9.1,330.0,Jeddah,0,0,0,0,0,0,0,1,0
318,Holiday plus Al Salama,6.6,201.0,Jeddah,0,1,0,0,0,0,0,0,0
319,Frontel Jeddah Hotel Altahlia,8.1,481.0,Jeddah,0,0,0,0,1,0,0,0,0
321,Ruve Jeddah Hotel,7.8,334.0,Jeddah,0,0,0,0,0,0,0,1,0
322,Mirada Purple - Zahra,8.2,199.0,Jeddah,0,0,0,0,0,1,0,0,0
323,Ramada by Wyndham Continental Jeddah,7.6,283.0,Jeddah,0,0,0,0,1,1,0,0,0
324,Clarion Hotel Jeddah Airport,8.9,453.0,Jeddah,0,0,0,0,0,0,0,1,0
326,OYO 582 Al Tamayoz Al Raqi Al Salamah,5.0,162.0,Jeddah,0,0,0,0,0,1,0,0,0
327,Sarwat Park Hotel Jeddah,8.0,418.0,Jeddah,0,0,0,0,1,0,0,0,0
329,Rosemond Hotel,8.3,346.0,Jeddah,0,0,0,0,0,0,0,1,0
330,Hawadah Hotel,7.1,251.0,Jeddah,0,0,0,0,0,0,0,1,0
332,Rahhal Al Bahr Hotel Apartment,8.5,225.0,Jeddah,0,0,0,0,0,1,0,0,0
333,Swiss Blue Hotel,8.0,509.0,Jeddah,0,0,0,0,1,0,0,0,0
335,City Center Plaza Aparthotel,6.6,220.0,Jeddah,0,0,0,0,0,0,0,1,0
337,OYO 589 Lavina House,5.5,146.0,Jeddah,0,0,0,0,0,0,0,0,0
347,Aster Hotel,7.5,286.0,Jeddah,0,0,0,0,0,0,0,0,0
350,Movenpick Hotel Tahlia Jeddah,8.5,752.0,Jeddah,0,0,0,0,0,0,0,1,0
354,Boudl Quraish,8.6,549.0,Jeddah,0,0,0,0,0,0,0,1,0
355,Sarwat Park Hotel Jeddah,8.0,366.0,Jeddah,0,0,0,0,1,0,0,0,0
357,Rosemond Hotel,8.3,345.0,Jeddah,0,0,0,0,0,0,0,1,0
360,Marlo Hotel,8.6,369.0,Jeddah,0,0,0,0,0,0,0,1,0
362,Diwan Residence Hotel Alnaeem,8.4,267.0,Jeddah,0,0,0,0,1,0,0,0,0
363,PRIMOTEL Suites Al Salamah,8.4,195.0,Jeddah,0,0,0,0,0,1,0,0,0
364,Carawan Jeddah Hotel,7.7,208.0,Jeddah,0,0,0,0,0,0,0,0,0
366,OYO 589 Lavina House,5.5,144.0,Jeddah,0,0,0,0,0,0,0,0,0
370,Narcissus Resort & spa Obhur Jeddah,8.3,1711.0,Jeddah,0,0,0,0,0,0,0,1,0
380,Iridium 70 Hotel,8.9,337.0,Jeddah,0,0,0,0,0,0,0,1,0
381,Boudl Palestine,7.4,277.0,Jeddah,0,0,0,0,0,1,0,0,0
382,Movenpick Hotel Tahlia Jeddah,8.5,770.0,Jeddah,0,0,0,0,0,0,0,1,0
384,Hyatt House Jeddah Sari Street,8.4,489.0,Jeddah,0,0,0,0,0,0,0,1,0
387,Grand Park Hotel,7.9,399.0,Jeddah,0,0,0,0,0,0,0,1,0
388,Waldorf Astoria Jeddah - Qasr Al Sharq,9.2,1631.0,Jeddah,0,0,0,0,1,0,0,1,0
389,Wow Jeddah Hotel,8.4,267.0,Jeddah,0,0,0,0,0,0,0,1,0
408,Movenpick Hotel Tahlia Jeddah,8.5,768.0,Jeddah,0,0,0,0,0,0,0,1,0
410,Hyatt House Jeddah Sari Street,8.4,481.0,Jeddah,0,0,0,0,0,0,0,1,0
427,Habitat Hotel All Suites - Jeddah,7.4,354.0,Jeddah,0,0,0,0,1,0,0,1,0
435,"Radisson Blu Hotel, Jeddah Plaza",8.2,425.0,Jeddah,0,0,0,0,0,0,0,1,0
450,Paradise Inn Jeddah~,8.1,273.0,Jeddah,0,0,0,0,0,0,0,1,0
451,Mercure Jeddah Al Hamra,7.6,367.0,Jeddah,0,0,0,0,1,0,0,0,0
452,Happy Beach Basateen,6.7,189.0,Jeddah,0,0,0,0,1,0,0,0,0
455,Holiday Inn JEDDAH GATEWAY,8.4,612.0,Jeddah,0,0,0,0,0,0,0,1,0
457,Habitat Hotel All Suites - Jeddah,7.4,359.0,Jeddah,0,0,0,0,1,0,0,1,0
458,Donatello Hotel Jeddah,8.1,449.0,Jeddah,0,0,0,0,0,0,0,1,0
465,Al Hyatt jeddah continental hotel,7.4,250.0,Jeddah,0,0,0,0,1,1,0,0,0
474,Shangri-La Jeddah,8.3,2242.0,Jeddah,0,0,0,0,0,0,0,1,0
477,Narcissus 88 Boutique Hotel Jeddah,9.1,1137.0,Jeddah,0,0,0,0,0,0,0,1,0
487,Narcissus Resort & spa Obhur Jeddah,8.3,1455.0,Jeddah,0,0,0,0,0,0,0,1,0
491,Platinum Suites Jeddah,8.6,289.0,Jeddah,0,0,0,0,1,0,0,1,0
493,Holiday Inn JEDDAH GATEWAY,8.4,685.0,Jeddah,0,0,0,0,0,0,0,1,0
495,Habitat Hotel All Suites - Jeddah,7.4,356.0,Jeddah,0,0,0,0,1,0,0,1,0
504,Waldorf Astoria Jeddah - Qasr Al Sharq,9.2,1632.0,Jeddah,0,0,0,0,1,0,0,1,0
519,Holiday Inn JEDDAH GATEWAY,8.4,601.0,Jeddah,0,0,0,0,0,0,0,1,0
532,Ewaa Express Hotel - Al Shati,8.6,366.0,Jeddah,0,0,0,0,0,0,1,0,1
534,Paradise Inn Jeddah~,8.1,274.0,Jeddah,0,0,0,0,0,0,0,1,0
535,Prime Hotel Al Hamra Jeddah,8.0,475.0,Jeddah,0,0,0,0,0,0,0,1,0
536,Happy Beach Basateen,6.7,209.0,Jeddah,0,0,0,0,1,0,0,0,0
538,Rosewood Jeddah,8.7,1600.0,Jeddah,0,0,0,0,0,0,0,1,0
539,Platinum Suites Jeddah,8.6,360.0,Jeddah,0,0,0,0,1,0,0,1,0
543,Merya Hotel,8.7,406.0,Jeddah,0,0,1,0,0,0,0,0,0
545,Sunset Jeddah,9.4,417.0,Jeddah,0,0,0,0,0,0,0,1,0
546,Hyatt House Jeddah Sari Street,8.4,722.0,Jeddah,0,0,0,0,0,0,0,1,0
552,Ewaa Express Hotel - Al Shati,8.6,390.0,Jeddah,0,0,0,0,0,0,1,0,1
553,Continent Al Ertiqaa Hotel,8.9,3186.0,Jeddah,0,0,0,0,1,0,0,0,0
554,Al Balad Hospitality,9.3,2300.0,Jeddah,0,0,0,0,1,0,0,0,0
555,Hayat Heraa Hotel,8.3,262.0,Jeddah,0,0,0,0,1,0,0,0,0
556,Taj Jeddah Hotel Apartment,8.9,380.0,Jeddah,0,0,0,0,0,0,0,1,0
557,Kyona Obhur - كيونا ابحر,8.1,475.0,Jeddah,0,0,0,0,0,0,0,1,0
558,Gladiolus Hotel,8.6,392.0,Jeddah,0,0,0,0,0,0,0,1,0
559,Tu Jardin Al Marwa,8.0,224.0,Jeddah,0,0,0,0,0,1,0,0,0
560,Nuzul Shada Hotel,8.5,302.0,Jeddah,0,0,0,0,0,0,0,0,0
561,Al Farhan Suites Al Hamra-Jeddah,6.9,201.0,Jeddah,0,0,0,0,1,0,0,0,0
